Order Id,Order Date,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub Category,Product Id,Quantity,Unit_Selling_Price,Unit_Profit,Total_Profit
1808,2022-01-07,First Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Accessories,TEC-AC-10001465,7,242.5,12.5,87.5
1809,2022-09-01,First Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Technology,Phones,TEC-PH-10004897,7,67.9,7.900000000000006,55.30000000000004
1810,2023-03-16,Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,FUR-FU-10001196,7,19.4,-0.6000000000000014,-4.20000000000001
1811,2023-12-29,Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,OFF-PA-10000595,3,49.0,9.0,27.0
1812,2022-03-12,Second Class,Consumer,United States,Harrisonburg,Virginia,22801,South,Furniture,Tables,FUR-TA-10004534,7,1368.0,168.0,1176.0
1813,2022-05-06,Standard Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Furnishings,FUR-FU-10001861,5,76.8,6.799999999999997,33.999999999999986
1814,2023-11-05,Standard Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Furnishings,FUR-FU-10000206,2,0.0,0.0,0.0
1815,2022-07-25,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Tables,FUR-TA-10002607,3,166.6,16.599999999999994,49.79999999999998
1816,2022-04-11,Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Labels,OFF-LA-10000443,2,9.7,-0.3000000000000007,-0.6000000000000014
1817,2022-08-24,Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,OFF-AR-10004685,2,9.5,-0.5,-1.0
1818,2023-02-15,Second Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Labels,OFF-LA-10001771,2,9.6,-0.40000000000000036,-0.8000000000000007
1819,2022-02-24,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,OFF-AP-10001394,2,77.6,-2.4000000000000057,-4.800000000000011
1820,2022-07-24,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,FUR-FU-10002553,2,29.1,-0.8999999999999986,-1.7999999999999972
1821,2023-12-08,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,OFF-AP-10004233,6,88.2,-1.7999999999999972,-10.799999999999983
1822,2022-11-05,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Fasteners,OFF-FA-10000304,4,9.8,-0.1999999999999993,-0.7999999999999972
1823,2022-10-30,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,FUR-CH-10004754,3,57.6,-2.3999999999999986,-7.199999999999996
1824,2022-12-22,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,OFF-PA-10000809,1,9.8,-0.1999999999999993,-0.1999999999999993
1825,2022-03-27,Standard Class,Consumer,United States,Redmond,Oregon,97756,West,Office Supplies,Binders,OFF-BI-10003694,10,29.1,9.100000000000001,91.00000000000001
1826,2023-09-02,Standard Class,Consumer,United States,Redmond,Oregon,97756,West,Furniture,Furnishings,FUR-FU-10001935,4,9.7,-0.3000000000000007,-1.2000000000000028
1827,2023-11-20,Standard Class,Consumer,United States,Redmond,Oregon,97756,West,Furniture,Furnishings,FUR-FU-10002878,1,19.0,-1.0,-1.0
1828,2023-09-01,Second Class,Home Office,United States,Raleigh,North Carolina,27604,South,Technology,Phones,TEC-PH-10002624,3,1096.1,36.09999999999991,108.29999999999973
1829,2023-09-01,Second Class,Corporate,United States,Macon,Georgia,31204,South,Office Supplies,Paper,OFF-PA-10000019,6,38.4,8.399999999999999,50.39999999999999
1830,2023-11-24,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Phones,TEC-PH-10002885,2,748.8,78.79999999999995,157.5999999999999
1831,2023-05-27,Same Day,Home Office,United States,Muskogee,Oklahoma,74403,Central,Technology,Phones,TEC-PH-10000895,8,1368.0,218.0,1744.0
1832,2023-06-11,Same Day,Home Office,United States,Muskogee,Oklahoma,74403,Central,Furniture,Tables,FUR-TA-10002356,1,249.6,29.599999999999994,29.599999999999994
1833,2022-02-10,Standard Class,Corporate,United States,Monroe,North Carolina,28110,South,Furniture,Chairs,FUR-CH-10001270,3,205.8,5.800000000000011,17.400000000000034
1834,2023-03-29,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Technology,Machines,TEC-MA-10000488,3,1396.8,96.79999999999995,290.39999999999986
1835,2022-09-17,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Paper,OFF-PA-10003729,7,38.8,8.799999999999997,61.59999999999998
1836,2023-07-13,First Class,Consumer,United States,Meriden,Connecticut,6450,East,Office Supplies,Art,OFF-AR-10003056,5,19.4,-0.6000000000000014,-3.000000000000007
1837,2022-05-09,Second Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Appliances,OFF-AP-10002518,7,1200.0,200.0,1400.0
1838,2023-05-10,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Labels,OFF-LA-10000240,3,19.4,-0.6000000000000014,-1.8000000000000043
1839,2023-03-19,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Furniture,Furnishings,FUR-FU-10000629,4,38.0,8.0,32.0
1840,2022-04-09,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Appliances,OFF-AP-10001005,1,57.6,-2.3999999999999986,-2.3999999999999986
1841,2023-01-17,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Paper,OFF-PA-10002377,2,76.0,6.0,12.0
1842,2022-06-14,Standard Class,Corporate,United States,Bowling Green,Kentucky,42104,South,Furniture,Chairs,FUR-CH-10000988,1,135.8,15.800000000000011,15.800000000000011
1843,2022-03-03,Second Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Labels,OFF-LA-10001074,4,39.2,-0.7999999999999972,-3.1999999999999886
1844,2022-03-19,Second Class,Corporate,United States,San Antonio,Texas,78207,Central,Furniture,Furnishings,FUR-FU-10001986,2,39.2,-0.7999999999999972,-1.5999999999999943
1845,2023-05-15,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,TEC-AC-10003027,3,85.5,5.5,16.5
1846,2023-08-29,Second Class,Home Office,United States,Washington,District of Columbia,20016,East,Office Supplies,Paper,OFF-PA-10001804,6,39.2,9.200000000000003,55.20000000000002
1847,2023-01-06,Second Class,Home Office,United States,Washington,District of Columbia,20016,East,Furniture,Furnishings,FUR-FU-10004973,2,39.2,9.200000000000003,18.400000000000006
1848,2022-12-26,Same Day,Corporate,United States,Los Angeles,California,90004,West,Furniture,Chairs,FUR-CH-10002602,3,349.2,19.19999999999999,57.599999999999966
1849,2023-08-16,Same Day,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10004140,2,9.7,-0.3000000000000007,-0.6000000000000014
1850,2022-11-11,Second Class,Consumer,United States,South Bend,Indiana,46614,Central,Office Supplies,Storage,OFF-ST-10000464,1,28.5,-1.5,-1.5
1851,2023-02-02,Second Class,Consumer,United States,South Bend,Indiana,46614,Central,Technology,Accessories,TEC-AC-10002253,5,813.4,123.39999999999998,616.9999999999999
1852,2023-11-25,Second Class,Consumer,United States,South Bend,Indiana,46614,Central,Office Supplies,Paper,OFF-PA-10000528,5,28.8,8.8,44.0
1853,2022-07-26,Second Class,Consumer,United States,South Bend,Indiana,46614,Central,Office Supplies,Envelopes,OFF-EN-10000483,7,107.8,17.799999999999997,124.59999999999998
1854,2022-02-10,Second Class,Consumer,United States,South Bend,Indiana,46614,Central,Office Supplies,Paper,OFF-PA-10003129,2,98.0,18.0,36.0
1855,2023-03-23,Second Class,Consumer,United States,South Bend,Indiana,46614,Central,Office Supplies,Storage,OFF-ST-10003442,5,133.0,13.0,65.0
1856,2022-02-23,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Art,OFF-AR-10003631,3,9.6,-0.40000000000000036,-1.200000000000001
1857,2022-02-10,Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Storage,OFF-ST-10000563,5,124.8,4.799999999999997,23.999999999999986
1858,2023-03-19,Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10002133,4,29.4,-0.6000000000000014,-2.4000000000000057
1859,2022-05-22,First Class,Corporate,United States,Bristol,Connecticut,6010,East,Office Supplies,Appliances,OFF-AP-10002311,2,133.0,3.0,6.0
1860,2022-07-21,First Class,Corporate,United States,Bristol,Connecticut,6010,East,Technology,Phones,TEC-PH-10004959,1,96.0,6.0,6.0
1861,2023-08-10,First Class,Consumer,United States,New York City,New York,10009,East,Furniture,Bookcases,FUR-BO-10001918,2,247.0,17.0,34.0
1862,2023-07-11,First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,TEC-PH-10004896,4,115.2,15.200000000000003,60.80000000000001
1863,2022-09-11,Same Day,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Storage,OFF-ST-10001328,4,49.0,-1.0,-4.0
1864,2022-02-10,Standard Class,Corporate,United States,Aurora,Colorado,80013,West,Furniture,Tables,FUR-TA-10004575,5,700.8,50.799999999999955,253.99999999999977
1865,2022-07-11,Standard Class,Corporate,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,FUR-FU-10001617,3,19.2,-0.8000000000000007,-2.400000000000002
1866,2023-06-17,Same Day,Corporate,United States,Newark,Ohio,43055,East,Technology,Phones,TEC-PH-10002824,3,362.6,22.600000000000023,67.80000000000007
1867,2023-07-21,First Class,Corporate,United States,Henderson,Nevada,89015,West,Furniture,Furnishings,FUR-FU-10004460,5,192.0,22.0,110.0
1868,2022-08-02,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,OFF-PA-10003309,6,29.4,9.399999999999999,56.39999999999999
1869,2023-10-07,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,OFF-ST-10002554,2,77.6,7.599999999999994,15.199999999999989
1870,2023-12-14,Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,OFF-PA-10000019,1,9.8,-0.1999999999999993,-0.1999999999999993
1871,2023-06-13,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10002067,5,96.0,6.0,30.0
1872,2022-10-12,Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Chairs,FUR-CH-10001215,2,776.0,116.0,232.0
1873,2023-02-02,Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,FUR-TA-10004175,1,256.5,26.5,26.5
1874,2023-11-24,Standard Class,Consumer,United States,Spokane,Washington,99207,West,Furniture,Tables,FUR-TA-10004767,1,66.5,6.5,6.5
1875,2022-11-20,Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,OFF-PA-10001685,2,19.0,-1.0,-2.0
1876,2023-10-26,Standard Class,Consumer,United States,Long Beach,New York,11561,East,Furniture,Bookcases,FUR-BO-10003272,1,172.8,22.80000000000001,22.80000000000001
1877,2023-05-25,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Phones,TEC-PH-10000984,3,455.9,5.899999999999977,17.699999999999932
1878,2023-05-16,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Chairs,FUR-CH-10002880,4,382.2,52.19999999999999,208.79999999999995
1879,2023-08-15,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,TEC-PH-10002563,3,285.0,5.0,15.0
1880,2022-06-12,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,OFF-BI-10001191,9,68.6,8.599999999999994,77.39999999999995
1881,2022-03-04,Same Day,Consumer,United States,New York City,New York,10011,East,Office Supplies,Envelopes,OFF-EN-10002621,3,28.5,-1.5,-4.5
1882,2023-05-27,Same Day,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs,FUR-CH-10001146,7,364.8,44.80000000000001,313.6000000000001
1883,2022-04-03,Same Day,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10000689,4,543.2,13.200000000000045,52.80000000000018
1884,2023-07-15,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,OFF-PA-10001289,7,211.2,11.199999999999989,78.39999999999992
1885,2023-05-26,Second Class,Consumer,United States,Keller,Texas,76248,Central,Office Supplies,Labels,OFF-LA-10003714,2,9.6,-0.40000000000000036,-0.8000000000000007
1886,2023-06-09,Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10001889,3,29.4,9.399999999999999,28.199999999999996
1887,2023-10-26,First Class,Home Office,United States,Hialeah,Florida,33012,South,Office Supplies,Fasteners,OFF-FA-10002815,2,9.5,-0.5,-1.0
1888,2023-02-09,First Class,Home Office,United States,Hialeah,Florida,33012,South,Office Supplies,Binders,OFF-BI-10004519,8,380.0,60.0,480.0
1889,2023-02-11,First Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Appliances,OFF-AP-10004708,4,115.2,5.200000000000003,20.80000000000001
1890,2022-04-17,First Class,Consumer,United States,Fairfield,Ohio,45014,East,Furniture,Tables,FUR-TA-10000617,3,397.7,27.69999999999999,83.09999999999997
1891,2023-12-11,Standard Class,Corporate,United States,Huntington Beach,California,92646,West,Office Supplies,Paper,OFF-PA-10001204,2,9.7,-0.3000000000000007,-0.6000000000000014
1892,2023-10-29,Standard Class,Corporate,United States,Huntington Beach,California,92646,West,Office Supplies,Art,OFF-AR-10003723,1,0.0,0.0,0.0
1893,2023-12-21,Second Class,Consumer,United States,Port Orange,Florida,32127,South,Office Supplies,Envelopes,OFF-EN-10002621,1,9.7,-0.3000000000000007,-0.3000000000000007
1894,2023-12-11,Standard Class,Consumer,United States,Medford,Oregon,97504,West,Office Supplies,Paper,OFF-PA-10000241,1,19.4,-0.6000000000000014,-0.6000000000000014
1895,2022-02-23,First Class,Consumer,United States,Charlottesville,Virginia,22901,South,Office Supplies,Art,OFF-AR-10001446,3,28.5,-1.5,-4.5
1896,2022-04-19,Standard Class,Consumer,United States,Missoula,Montana,59801,West,Office Supplies,Binders,OFF-BI-10004632,2,480.2,70.19999999999999,140.39999999999998
1897,2023-07-15,First Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,OFF-BI-10001359,2,1718.4,198.4000000000001,396.8000000000002
1898,2023-01-27,Second Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Envelopes,OFF-EN-10001749,2,28.5,-1.5,-3.0
1899,2022-06-13,Second Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,OFF-BI-10004390,4,489.6,59.60000000000002,238.4000000000001
1900,2023-01-19,Second Class,Consumer,United States,Miami,Florida,33178,South,Furniture,Tables,FUR-TA-10001857,3,164.9,24.900000000000006,74.70000000000002
1901,2022-12-29,Second Class,Consumer,United States,Florence,South Carolina,29501,South,Office Supplies,Storage,OFF-ST-10000563,6,184.3,4.300000000000011,25.800000000000068
1902,2022-05-17,First Class,Home Office,United States,Detroit,Michigan,48205,Central,Technology,Phones,TEC-PH-10004924,2,9.7,-0.3000000000000007,-0.6000000000000014
1903,2022-03-27,First Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,OFF-PA-10003953,1,9.5,-0.5,-0.5
1904,2022-02-12,First Class,Corporate,United States,Springfield,Oregon,97477,West,Furniture,Chairs,FUR-CH-10000155,2,465.6,35.60000000000002,71.20000000000005
1905,2022-03-28,First Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Accessories,TEC-AC-10003116,2,28.8,8.8,17.6
1906,2023-06-25,First Class,Corporate,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Storage,OFF-ST-10002743,8,882.7,112.70000000000005,901.6000000000004
1907,2023-01-11,Standard Class,Corporate,United States,Apopka,Florida,32712,South,Office Supplies,Binders,OFF-BI-10001757,2,0.0,0.0,0.0
1908,2022-08-26,Standard Class,Corporate,United States,Apopka,Florida,32712,South,Office Supplies,Binders,OFF-BI-10000069,6,29.1,-0.8999999999999986,-5.3999999999999915
1909,2022-01-08,First Class,Corporate,United States,Los Angeles,California,90008,West,Furniture,Furnishings,FUR-FU-10004093,4,137.2,17.19999999999999,68.79999999999995
1910,2023-05-19,Standard Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Furnishings,FUR-FU-10001037,2,19.4,-0.6000000000000014,-1.2000000000000028
1911,2022-11-08,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Accessories,TEC-AC-10003832,3,96.0,16.0,48.0
1912,2022-08-07,Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10001878,7,261.9,21.899999999999977,153.29999999999984
1913,2023-02-04,Second Class,Corporate,United States,Houston,Texas,77041,Central,Technology,Machines,TEC-MA-10003674,3,588.0,68.0,204.0
1914,2023-05-19,First Class,Consumer,United States,Roswell,Georgia,30076,South,Technology,Accessories,TEC-AC-10003628,5,145.5,15.5,77.5
1915,2022-01-29,Standard Class,Home Office,United States,Boynton Beach,Florida,33437,South,Office Supplies,Labels,OFF-LA-10003190,2,0.0,0.0,0.0
1916,2022-05-14,Standard Class,Home Office,United States,Boynton Beach,Florida,33437,South,Office Supplies,Art,OFF-AR-10002280,3,19.4,-0.6000000000000014,-1.8000000000000043
1917,2022-05-24,Standard Class,Home Office,United States,Boynton Beach,Florida,33437,South,Office Supplies,Labels,OFF-LA-10001569,3,9.7,-0.3000000000000007,-0.9000000000000021
1918,2022-08-15,Standard Class,Consumer,United States,Franklin,Massachusetts,2038,East,Office Supplies,Art,OFF-AR-10001573,5,9.8,-0.1999999999999993,-0.9999999999999964
1919,2023-01-23,Second Class,Home Office,United States,Detroit,Michigan,48227,Central,Technology,Phones,TEC-PH-10001809,2,291.0,11.0,22.0
1920,2022-12-17,First Class,Corporate,United States,Watertown,New York,13601,East,Office Supplies,Binders,OFF-BI-10003091,5,873.0,73.0,365.0
1921,2023-12-29,First Class,Corporate,United States,Watertown,New York,13601,East,Furniture,Chairs,FUR-CH-10003981,2,450.8,50.80000000000001,101.60000000000002
1922,2022-09-29,Standard Class,Corporate,United States,Reading,Pennsylvania,19601,East,Office Supplies,Storage,OFF-ST-10002562,2,19.6,-0.3999999999999986,-0.7999999999999972
1923,2023-02-06,Second Class,Corporate,United States,Arlington,Texas,76017,Central,Technology,Phones,TEC-PH-10004345,9,817.0,97.0,873.0
1924,2023-06-01,Second Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Art,OFF-AR-10000588,3,48.5,8.5,25.5
1925,2022-04-15,Second Class,Consumer,United States,San Diego,California,92024,West,Office Supplies,Paper,OFF-PA-10003039,3,88.2,18.200000000000003,54.60000000000001
1926,2022-05-25,Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Accessories,TEC-AC-10001908,2,190.0,20.0,40.0
1927,2022-01-02,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10001198,3,176.4,16.400000000000006,49.20000000000002
1928,2023-08-14,First Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Paper,OFF-PA-10004071,2,86.4,6.400000000000006,12.800000000000011
1929,2023-06-04,Second Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10001972,1,9.7,-0.3000000000000007,-0.3000000000000007
1930,2022-02-19,Second Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Storage,OFF-ST-10004180,1,47.5,7.5,7.5
1931,2022-09-07,Second Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Phones,TEC-PH-10004165,3,627.0,37.0,111.0
1932,2023-06-28,Second Class,Consumer,United States,Scottsdale,Arizona,85254,West,Technology,Phones,TEC-PH-10002483,1,264.6,24.600000000000023,24.600000000000023
1933,2022-05-15,Second Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Bookcases,FUR-BO-10000468,3,145.5,5.5,16.5
1934,2022-04-12,Second Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Furnishings,FUR-FU-10001706,5,19.6,-0.3999999999999986,-1.999999999999993
1935,2022-02-07,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10003129,5,232.8,22.80000000000001,114.00000000000006
1936,2022-10-04,Standard Class,Corporate,United States,San Francisco,California,94109,West,Technology,Accessories,TEC-AC-10001284,8,166.6,26.599999999999994,212.79999999999995
1937,2023-03-28,Second Class,Home Office,United States,San Francisco,California,94109,West,Furniture,Furnishings,FUR-FU-10002268,3,9.6,-0.40000000000000036,-1.200000000000001
1938,2022-04-08,Standard Class,Consumer,United States,Broomfield,Colorado,80020,West,Office Supplies,Binders,OFF-BI-10002082,2,19.4,-0.6000000000000014,-1.2000000000000028
1939,2022-06-04,Standard Class,Consumer,United States,Broomfield,Colorado,80020,West,Office Supplies,Storage,OFF-ST-10001505,7,28.5,8.5,59.5
1940,2023-11-13,Standard Class,Consumer,United States,Broomfield,Colorado,80020,West,Office Supplies,Binders,OFF-BI-10001634,4,9.7,-0.3000000000000007,-1.2000000000000028
1941,2022-01-03,Standard Class,Consumer,United States,Broomfield,Colorado,80020,West,Furniture,Chairs,FUR-CH-10004287,3,627.0,47.0,141.0
1942,2023-03-04,First Class,Corporate,United States,Quincy,Illinois,62301,Central,Office Supplies,Labels,OFF-LA-10004544,4,48.0,8.0,32.0
1943,2022-03-01,First Class,Corporate,United States,Quincy,Illinois,62301,Central,Office Supplies,Storage,OFF-ST-10004507,2,29.1,-0.8999999999999986,-1.7999999999999972
1944,2022-05-20,First Class,Corporate,United States,Quincy,Illinois,62301,Central,Office Supplies,Binders,OFF-BI-10002012,9,0.0,0.0,0.0
1945,2023-11-22,Standard Class,Corporate,United States,Carrollton,Texas,75007,Central,Technology,Accessories,TEC-AC-10001109,4,96.0,6.0,24.0
1946,2022-10-23,Standard Class,Corporate,United States,Carrollton,Texas,75007,Central,Office Supplies,Paper,OFF-PA-10000809,2,9.8,-0.1999999999999993,-0.3999999999999986
1947,2022-11-18,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10000658,2,19.2,-0.8000000000000007,-1.6000000000000014
1948,2023-08-20,Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Furnishings,FUR-FU-10001196,2,9.6,-0.40000000000000036,-0.8000000000000007
1949,2022-11-20,Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Tables,FUR-TA-10001889,1,242.5,12.5,12.5
1950,2023-04-03,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Appliances,OFF-AP-10000358,1,9.5,-0.5,-0.5
1951,2022-10-04,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10004970,8,29.1,9.100000000000001,72.80000000000001
1952,2022-04-29,Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,TEC-PH-10003885,3,192.0,32.0,96.0
1953,2022-03-21,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Labels,OFF-LA-10001641,6,19.6,-0.3999999999999986,-2.3999999999999915
1954,2023-05-11,Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Chairs,FUR-CH-10003379,5,1241.6,51.59999999999991,257.99999999999955
1955,2023-05-24,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10004582,3,0.0,0.0,0.0
1956,2023-03-02,Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10002842,2,235.2,25.19999999999999,50.39999999999998
1957,2023-02-08,Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10000109,3,163.2,23.19999999999999,69.59999999999997
1958,2023-05-02,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10003893,4,19.6,-0.3999999999999986,-1.5999999999999943
1959,2023-01-05,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,OFF-BI-10003669,3,19.6,-0.3999999999999986,-1.1999999999999957
1960,2023-01-21,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Appliances,OFF-AP-10004785,3,29.4,-0.6000000000000014,-1.8000000000000043
1961,2022-12-23,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Technology,Accessories,TEC-AC-10003023,5,285.0,15.0,75.0
1962,2022-10-19,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Technology,Accessories,TEC-AC-10002217,6,105.6,15.599999999999994,93.59999999999997
1963,2023-04-05,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,OFF-BI-10002954,3,9.8,-0.1999999999999993,-0.5999999999999979
1964,2023-09-05,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,OFF-PA-10002586,5,19.6,-0.3999999999999986,-1.999999999999993
1965,2022-06-10,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,OFF-ST-10000025,3,284.2,34.19999999999999,102.59999999999997
1966,2022-07-22,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Appliances,OFF-AP-10003281,2,19.2,-0.8000000000000007,-1.6000000000000014
1967,2022-04-04,Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Technology,Phones,TEC-PH-10002103,3,266.0,26.0,78.0
1968,2022-10-18,Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Office Supplies,Supplies,OFF-SU-10000898,5,66.5,6.5,32.5
1969,2023-01-11,Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Office Supplies,Paper,OFF-PA-10001144,3,161.5,21.5,64.5
1970,2022-06-02,Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Technology,Accessories,TEC-AC-10004659,4,278.4,48.39999999999998,193.5999999999999
1971,2022-12-20,Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Art,OFF-AR-10004752,3,9.5,-0.5,-1.5
1972,2023-06-25,Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Technology,Accessories,TEC-AC-10004659,7,397.7,17.69999999999999,123.89999999999992
1973,2023-04-30,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,OFF-BI-10001249,4,9.6,-0.40000000000000036,-1.6000000000000014
1974,2022-02-05,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Fasteners,OFF-FA-10003059,2,0.0,0.0,0.0
1975,2023-06-21,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,TEC-AC-10002718,3,39.2,-0.7999999999999972,-2.3999999999999915
1976,2023-07-05,Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Office Supplies,Storage,OFF-ST-10001522,3,274.4,14.399999999999977,43.19999999999993
1977,2022-09-27,Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Technology,Phones,TEC-PH-10002352,5,1320.5,10.5,52.5
1978,2023-06-05,Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Furniture,Chairs,FUR-CH-10003774,6,539.0,69.0,414.0
1979,2022-01-05,Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Art,OFF-AR-10000127,2,9.8,-0.1999999999999993,-0.3999999999999986
1980,2022-07-18,Same Day,Consumer,United States,Glendale,Arizona,85301,West,Furniture,Chairs,FUR-CH-10004086,4,892.8,92.79999999999995,371.1999999999998
